EmployeeID,EmployeeName,EmployeeEmail,EmployeePhone,EmployeeHireDate,EmployeeJobTitle,WarehouseID
6615,Newman Richard,newmanrichard@gmail.com,851644129,2014/05/12,Stock Clerk,407
6616,Ngodup Shari,ngodupshari@gmail.com,383775576,2013/04/01,Stock Clerk,408
6617,Nguyen Dheepa,nguyendheepa@gmail.com,34672749853,2013/07/08,Stock Clerk,409
6618,Nguyen Lei-Ming,nguyenlei@gmail.com-ming,34741476112,2013/07/08,Stock Clerk,410
6619,Nowlan Kristie,nowlankristie@gmail.com,430936754,2014/11/10,Stock Clerk,411
6620,Ohare Lynn,o@gmail.com'harlynn,94008926,2014/03/31,Stock Clerk,412
6621,Oliver Brooke,oliverbrooke@gmail.com,663293070,2012/05/14,Stock Clerk,413
6622,Onque Jasmine,onquejasmine@gmail.com,160274046,2013/09/30,Stock Clerk,414
6623,Osturnka Adeel,osturnkaadeel@gmail.com,3485261606,2013/09/30,Stock Clerk,415
6624,Owad Clinton,owadclinton@gmail.com,68829417,2014/02/17,Stock Clerk,416
6625,Ozark Travis,ozarktravis@gmail.com,68811771,2015/01/05,Stock Manager,417
6626,Panjwani Nina,panjwaninina@gmail.com,68858795,2011/02/07,Stock Manager,418
6627,Patronick Lucas,patronicklucas@gmail.com,68875372,2011/11/07,Stock Manager,419
6628,Pearson Randall,pearsonrandall@gmail.com,68884316,2014/12/01,Stock Manager,420
6629,Smith Martin,smithmartin@gmail.com,68813375,2011/01/10,Stock Manager,421
6630,Pelletier Ermine,pelletierermine@gmail.com,68858637,2011/07/05,Public Accountant,422
6631,Perry Shakira,perryshakira@gmail.com,68805045,2011/05/16,Accounting Manager,423
6632,Peters Lauren,peterslauren@gmail.com,68880110,2011/05/16,Administration Assistant,424
6633,Peterson Ebonee,petersonebonee@gmail.com,68857691,2010/10/25,President,425
6634,Petingill Shana,petingillshana@gmail.com,68825445,2012/04/02,Administration Vice President,426
6635,Petrowsky Thelma,petrowskythelma@gmail.com,68849795,2014/11/10,Administration Vice President,427
6636,Pham Hong,phamhong@gmail.com,68813797,2011/07/05,Accountant,428
6637,Pitt Brad,pittbrad@gmail.com,68834959,2007/11/05,Accountant,429
6638,Potts Xana,pottsxana@gmail.com,68885393,2012/01/09,Accountant,430
6639,Power Morissa,powermorissa@gmail.com,68847336,2011/05/16,Accountant,431
6640,Punjabhi Louis,punjabhilouis@gmail.com,68838334,2014/01/06,Accountant,432
6641,Purinton Janine,purintonjanine@gmail.com,68858297,2012/09/24,Finance Manager,433
6642,Quinn Sean,quinnsean@gmail.com,19532846966,2011/02/21,Human Resources Representative,434
6643,Rachael Maggie,rachaelmaggie@gmail.com,11594484231,2016/10/02,Programmer,435
6644,Rarrick Quinn,rarrickquinn@gmail.com,18184600733,2011/09/26,Programmer,436
6645,Ren Kylo,renkylo@gmail.com,16334387490,2014/05/12,Programmer,437
6646,Rhoads Thomas,rhoadsthomas@gmail.com,11391279729,2011/05/16,Programmer,438
6647,Rivera Haley,riverahaley@gmail.com,12700933298,2011/11/28,Programmer,439
6648,Roberson May,robersonmay@gmail.com,16928570416,2011/09/26,Marketing Manager,440
6649,Robertson Peter,robertsonpeter@gmail.com,18288883894,2011/07/05,Marketing Representative,441
6650,Robinson Alain,robinsonalain@gmail.com,1259840972,2011/01/10,Public Relations Representative,442
6651,Robinson Cherly,robinsoncherly@gmail.com,16506042484,2011/01/10,Purchasing Clerk,443
6652,Robinson Elias,robinsonelias@gmail.com,1079987280,2013/07/08,Purchasing Clerk,444
6653,Roby Lori,robylori@gmail.com,1017678451,2015/02/16,Purchasing Clerk,445
6654,Roehrich Bianca,roehrichbianca@gmail.com,16631138979,2015/01/05,Purchasing Clerk,446
6655,Roper Katie,roperkatie@gmail.com,10767887264,2017/01/07,Purchasing Clerk,447
6656,Rose Ashley,roseashley@gmail.com,18700148290,2014/01/06,Purchasing Manager,448
6657,Rossetti Bruno,rossettibruno@gmail.com,15622391705,2011/04/04,Sales Manager,449
6658,Roup Simon,roupsimo@gmail.com,10850824314,2013/01/20,Sales Manager,450
6659,Ruiz Ricardo,ruizricardo@gmail.com,16298665789,2012/01/09,Sales Manager,451
6660,Saada Adell,saadaadell@gmail.com,14854153112,2012/11/05,Sales Manager,452
6661,"Saar Beckles, Melinda",saar@gmail.com-becklemelinda,14114726033,2016/07/04,Sales Manager,453
6662,Sadki Nore,sadkinore@gmail.com,11682416036,2009/01/05,Sales Representative,454
6663,Sahoo Adil,sahooadil@gmail.com,1582707843,2010/08/30,Sales Representative,455
6664,Salter Jason,salterjason@gmail.com,19128517329,2015/01/05,Sales Representative,456
6665,Sander Kamrin,sanderkamrin@gmail.com,19182817745,2014/09/29,Sales Representative,457
6666,Sewkumar Nori,sewkumarnori@gmail.com,19163076932,2013/09/30,Sales Representative,458
6667,Shepard Anita,shepardanita@gmail.com,15656026968,2014/09/30,Sales Representative,459
6668,Shields Seffi,shieldsseffi@gmail.com,11080310872,2013/08/19,Sales Representative,460
6669,Simard Kramer,simardkramer@gmail.com,10708353453,2015/01/05,Sales Representative,461
6670,Singh Nan,singhnan@gmail.com,13423460424,2015/05/01,Sales Representative,462
6671,Sloan Constance,sloanconstance@gmail.com,68868023,2009/10/26,Sales Representative,463
6672,Smith Joe,smithjoe@gmail.com,68899428,2014/09/29,Sales Representative,464
6673,Smith John,smithjohn@gmail.com,68821332,2014/05/18,Sales Representative,465
6674,Smith Leigh Ann,smithleigh@gmail.com ann,68850748,2011/09/26,Sales Representative,466
6675,Smith Sade,smithsade@gmail.com,68884302,2013/11/11,Sales Representative,467
6676,Soto Julia,sotojulia@gmail.com,68859603,2011/06/10,Sales Representative,468
6677,Soze Keyser,sozekeyser@gmail.com,68818105,2016/06/30,Sales Representative,469
6678,Sparks Taylor,sparkstaylor@gmail.com,68806262,2012/02/20,Sales Representative,470
6679,Spirea Kelley,spireakelley@gmail.com,68812337,2012/10/02,Sales Representative,471
6680,Squatrito Kristen,squatritokristen@gmail.com,68856195,2013/05/13,Sales Representative,472
6681,Stanford Barbara,stanfordbarbar@gmail.com,68824657,2011/01/10,Sales Representative,473
6682,Stansfield Norman,stansfieldnorman@gmail.com,68814336,2014/05/12,Sales Representative,474
6683,Steans Tyrone,steanstyrone@gmail.com,68859812,2014/09/29,Sales Representative,475
6684,Stoica Rick,stoicarick@gmail.com,68847192,2014/02/17,Sales Representative,476
6685,Strong Caitrin,strongcaitrin@gmail.com,68872343,2010/09/27,Sales Representative,477
6686,Sullivan Kissy,sullivankissy@gmail.com,68881765,2009/01/08,Sales Representative,478
6687,Sullivan Timothy,sullivantimothy@gmail.com,68827466,2015/01/05,Sales Representative,479
6688,Sutwell Barbara,sutwellbarbara@gmail.com,68803253,2012/05/14,Sales Representative,480
6689,Szabo Andrew,szaboandrew@gmail.com,68861306,2014/07/07,Sales Representative,481
6690,Tannen Biff,tannenbiff@gmail.com,68891860,2017/04/20,Sales Representative,482
6691,Tavares Desiree,tavaresdesiree@gmail.com,68827036,2009/04/27,Sales Representative,483
6692,Tejeda Lenora,tejedalenora@gmail.com,68896261,2011/05/16,Shipping Clerk,484
6693,Terry Sharlene,terrysharlene@gmail.com,68825086,2014/09/29,Shipping Clerk,485
6694,Theamstern Sophia,theamsternsophia@gmail.com,68809651,2011/07/05,Shipping Clerk,486
6695,Thibaud Kenneth,thibaudkenneth@gmail.com,68820668,2007/06/25,Shipping Clerk,487
6696,Tippett Jeanette,tippettjeanette@gmail.com,68888019,2013/02/18,Shipping Clerk,488
6697,Torrence Jack,torrencejack@gmail.com,68831329,2006/01/09,Shipping Clerk,489
6698,Trang Mei,trangmei@gmail.com,68876700,2014/02/17,Shipping Clerk,490
6699,Tredinnick Neville,tredinnickneville@gmail.com,68839797,2015/01/05,Stock Clerk,491
6700,True Edward,trueedward@gmail.com,68876484,2013/02/18,Stock Clerk,492
6701,Trzeciak Cybil,trzeciakcybil@gmail.com,68847386,2011/01/10,Stock Clerk,493
6702,Turpin Jumil,turpinjumil@gmail.com,68881172,2015/03/30,Stock Clerk,494
6703,Valentin Jackie,valentinjacki@gmail.com,9800121244,2011/07/05,Stock Clerk,495
6704,Veera Abdellah,veeraabdellah@gmail.com,8788092231,2012/08/13,Stock Clerk,496
6705,Vega Vincent,vegavincent@gmail.com,6700989921,2011/08/01,Stock Manager,497
6706,Villanueva Noah,villanuevanoah@gmail.com,7890991231,2008/09/11,Stock Manager,498
6707,Zima Colleen,zimacolleen@gmail.com,8690991436,2010/02/02,Stock Manager,499
6708,Volk Colleen,volkcollen@gmail.com,9426826971,2000/05/15,Stock Manager,500
